date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:55:21	37450/37450	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:21%20GMT	http://cardealer.webtemplatemasters.com/carproducer/kia/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/kia/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:21	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/lamborghini.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/lamborghini.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:24	37461/37461	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:23%20GMT	http://cardealer.webtemplatemasters.com/carproducer/kamaz/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/kamaz/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:24	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/land_rover.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/land_rover.13c.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:24	0/-1	---M--	302	error ('')			http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/lexus.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/lexus.13d.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:26	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/lincoln.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/lincoln.13e.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:26	37456/37456	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:22%20GMT	http://cardealer.webtemplatemasters.com/carproducer/lada/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/lada/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:27	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/lotus.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/lotus.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:27	37485/37485	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:27%20GMT	http://cardealer.webtemplatemasters.com/carproducer/land-rover/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/land-rover/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:29	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/maserati.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/maserati.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:32	37460/37460	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:30%20GMT	http://cardealer.webtemplatemasters.com/carproducer/lotus/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/lotus/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:33	37474/37474	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:31%20GMT	http://cardealer.webtemplatemasters.com/carproducer/lincoln-2/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/lincoln-2/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:33	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/maybach.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/maybach.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:33	37475/37475	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:32%20GMT	http://cardealer.webtemplatemasters.com/carproducer/maserati/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/maserati/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:33	0/-1	---M--	302	error ('')			http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mazda.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mazda.142.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:33	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mclaren.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mclaren.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:34	0/-1	---M--	302	error ('')			http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mercedes-benz.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mercedes-benz.144.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:35	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mercury.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mercury.145.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:35	37470/37470	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:36%20GMT	http://cardealer.webtemplatemasters.com/carproducer/maybach/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/maybach/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:38	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mg.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mg.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:38	37470/37470	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:37%20GMT	http://cardealer.webtemplatemasters.com/carproducer/mclaren/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/mclaren/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:40	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mini.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mini.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:40	37470/37470	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:39%20GMT	http://cardealer.webtemplatemasters.com/carproducer/mercury/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/mercury/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:41	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mitsubishi.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/mitsubishi.148.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:41	37445/37445	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:41%20GMT	http://cardealer.webtemplatemasters.com/carproducer/mg/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/mg/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:41	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/morgan.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/morgan.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:43	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/nissan.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/nissan.14a.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:44	37489/37489	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:43%20GMT	http://cardealer.webtemplatemasters.com/carproducer/mitsubishi-2/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/mitsubishi-2/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:45	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/oldsmobile.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/oldsmobile.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:46	37465/37465	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:45%20GMT	http://cardealer.webtemplatemasters.com/carproducer/morgan/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/morgan/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:46	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/opel.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/opel.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:49	37486/37486	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:49%20GMT	http://cardealer.webtemplatemasters.com/carproducer/oldsmobile/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/oldsmobile/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:51	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/peugeot.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/peugeot.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:51	37456/37456	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:50%20GMT	http://cardealer.webtemplatemasters.com/carproducer/opel/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/opel/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:51	37465/37465	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:47%20GMT	http://cardealer.webtemplatemasters.com/carproducer/nissan/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/nissan/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:51	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/plymouth.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/plymouth.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:51	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/pontiac.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/pontiac.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:52	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/porsche.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/porsche.150.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:54	37476/37476	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:55%20GMT	http://cardealer.webtemplatemasters.com/carproducer/plymouth/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/plymouth/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:55	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/ram.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/ram.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:56	37471/37471	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:56%20GMT	http://cardealer.webtemplatemasters.com/carproducer/pontiac/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/pontiac/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:57	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/renault.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/renault.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:58	37471/37471	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:56%20GMT	http://cardealer.webtemplatemasters.com/carproducer/porsche/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/porsche/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:55:59	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/rolls-royce.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/rolls-royce.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:00	37455/37455	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:55:59%20GMT	http://cardealer.webtemplatemasters.com/carproducer/ram-2/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/ram-2/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:01	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/rover.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/rover.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:02	37471/37471	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:01%20GMT	http://cardealer.webtemplatemasters.com/carproducer/renault/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/renault/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:03	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/saab.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/saab.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:04	37491/37491	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:03%20GMT	http://cardealer.webtemplatemasters.com/carproducer/rolls-royce/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/rolls-royce/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:05	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/saturn.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/saturn.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:07	37461/37461	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:04%20GMT	http://cardealer.webtemplatemasters.com/carproducer/rover/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/rover/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:09	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/scion.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/scion.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:13	37456/37456	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:07%20GMT	http://cardealer.webtemplatemasters.com/carproducer/saab/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/saab/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/seat.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/seat.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:15	37466/37466	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:11%20GMT	http://cardealer.webtemplatemasters.com/carproducer/saturn/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/saturn/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:15	37461/37461	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:15%20GMT	http://cardealer.webtemplatemasters.com/carproducer/scion/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/scion/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:15	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/shelby.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/shelby.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:17	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/skoda.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/skoda.15a.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:19	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/smart.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/smart.15b.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:19	37466/37466	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:19%20GMT	http://cardealer.webtemplatemasters.com/carproducer/shelby/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/shelby/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:19	37456/37456	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:17%20GMT	http://cardealer.webtemplatemasters.com/carproducer/seat/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/seat/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:20	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/spyker.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/spyker.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:21	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/studebaker.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/studebaker.15d.delayed	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:21	37465/37465	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:22%20GMT	http://cardealer.webtemplatemasters.com/carproducer/smart-2/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/smart-2/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:22	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/subaru.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/subaru.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:22	37466/37466	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:23%20GMT	http://cardealer.webtemplatemasters.com/carproducer/spyker/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/spyker/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:23	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/suzuki.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/suzuki.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:24	37486/37486	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:24%20GMT	http://cardealer.webtemplatemasters.com/carproducer/studebaker/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/studebaker/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:25	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/tesla.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/tesla.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:30	37466/37466	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:26%20GMT	http://cardealer.webtemplatemasters.com/carproducer/subaru/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/subaru/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:32	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/toyota.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/toyota.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:32	37466/37466	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:26%20GMT	http://cardealer.webtemplatemasters.com/carproducer/suzuki/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/suzuki/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:34	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/vauxhall.svg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/tmm_content_composer/images/car_makes_logos/vauxhall.svg	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:34	37465/37465	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:33%20GMT	http://cardealer.webtemplatemasters.com/carproducer/tesla-2/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/tesla-2/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:35	37470/37470	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:56:35%20GMT	http://cardealer.webtemplatemasters.com/carproducer/toyota-3/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/carproducer/toyota-3/index.html	(from http://cardealer.webtemplatemasters.com/inventory/cars-by-make-location/)
18:56:42	1965597/1965597	---M--	200	added ('OK')	image/jpeg	etag:%221dfe1d-524580bb9c800%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/parallax-bg-1.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/parallax-bg-1.jpg	(from http://cardealer.webtemplatemasters.com/home/home-alternate-1/)
